id,strava_activity_id,activity_name,is_parkrun,distance_km,pace_min_per_km,elevation_gain,day_of_week,hour,month,contains_parkrun,contains_marathon,contains_half,contains_ultra,contains_fun_run,name_length,is_5k,is_10k,is_half_marathon,is_marathon,is_ultra,coord_count,day_of_week,day_0,day_1,day_2,day_3,day_4,day_5,day_6,hour_6,hour_7,hour_8,hour_9,hour_10,hour_other
753,15404299656,City2surf 2025,False,13.9119,4.520111079962718,210.0,6,7,8,0,0,0,0,0,14,0,0,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
3106,15314676866,Richmond Harriers Arthur Thornton 8K Handicap,False,8.1056,4.06303460981708,11.0,5,14,8,0,0,0,0,0,45,0,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,False,False,False,True
2506,15246917111,Harbour 10km,False,10.1022,4.3323896444998775,48.0,6,8,7,0,0,0,0,0,12,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,False,True,False,False,False
754,15235653101,Woodies Centennial parky TT,True,5.0243,4.33891288338674,17.0,5,7,7,0,0,0,0,0,27,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,True,False,False,False,False
756,15159429643,Chipping Norton parky,True,5.0048,4.229273231031543,21.0,5,8,7,0,0,0,0,0,21,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
758,15083451828,Queanbeyan parky,True,5.000100000000001,4.519909601807964,96.0,5,8,7,0,0,0,0,0,16,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
760,14999436977,Bravehearts half,False,20.927,5.358309042544719,102.0,4,7,7,0,0,1,0,0,16,0,0,1,0,0,0,4,False,False,False,False,True,False,False,False,True,False,False,False,False
2507,14875272918,Cooks river 10km fun run,False,10.0717,4.27600769151848,42.0,6,9,6,0,0,0,0,1,24,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,False,False,True,False,False
762,14875292914,Cooks river fun run 2025,False,10.0649,4.355068935939089,46.0,6,9,6,0,0,0,0,1,24,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,False,False,True,False,False
3107,14875093328,Cooks River 10K,False,9.8329,4.067975876903049,30.0,6,9,6,0,0,0,0,0,15,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,False,False,True,False,False
4383,14875345602,Kiama Coastal Classic,False,21.1455,6.702765757883868,545.0,6,8,6,0,0,0,0,0,21,0,0,1,0,0,0,6,False,False,False,False,False,False,True,False,False,True,False,False,False
2236,14875262702,Kiama Costal Classic Half Marathon first trail done!,False,21.1817,5.972923167954728,550.0,6,8,6,0,1,1,0,0,52,0,0,1,0,0,0,6,False,False,False,False,False,False,True,False,False,True,False,False,False
764,14718032463,Panania parky,True,5.0043999999999995,4.216289665094718,18.0,5,8,6,0,0,0,0,0,13,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
2238,14717990118,official sub20 parkrun achieved!,True,4.9877,3.953057855658252,3.0,5,8,6,1,0,0,0,0,32,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
766,14646059332,MQ parky - woodies TT2,True,4.7791999999999994,4.397528177658744,56.0,5,8,5,0,0,0,0,0,22,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
4384,14512821170,Sydney 10,False,10.1228,4.661095085681168,28.0,6,7,5,0,0,0,0,0,9,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
4168,14512969420,Sydney 10KM 🎉,False,10.0305,4.767126929531596,41.8,6,7,5,0,0,0,0,0,13,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
767,14512977729,Sydney 10km,False,10.1154,4.366279797800054,36.0,6,7,5,0,0,0,0,0,11,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
2239,14512788648,Sydney 10,False,10.1216,3.976644008852355,29.0,6,7,5,0,0,0,0,0,9,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
4317,14512845799,Sydney 10,False,10.1302,3.7659671082505777,24.0,6,7,5,0,0,0,0,0,9,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
768,14285748662,Coombies,True,5.0063,4.414437808361464,38.0,5,8,4,0,0,0,0,0,8,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
769,14277921249,Sri Chinmoy Cooleman Clip 10km,False,9.7366,5.922669788906462,314.0,4,10,4,0,0,0,0,0,30,0,1,0,0,0,0,4,False,False,False,False,True,False,False,False,False,False,False,True,False
2240,14160339874,Canberra Half Sub135 done!,False,21.3644,4.394381931312527,121.0,6,8,4,0,0,1,0,0,26,0,0,1,0,0,0,6,False,False,False,False,False,False,True,False,False,True,False,False,False
2508,14160416197,Canberra marathon,False,42.4804,5.222408451897816,266.0,6,6,4,0,1,0,0,0,17,0,0,0,1,0,0,6,False,False,False,False,False,False,True,True,False,False,False,False,False
770,14156384432,Sydney Backyard Ultra,False,104.294,7.4305968384247105,681.0,5,8,4,0,0,0,1,0,21,0,0,0,0,1,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
3108,14091896812,Shellharbour 10K,False,9.9636,3.944357461158617,47.0,6,8,4,0,0,0,0,0,16,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,False,True,False,False,False
4385,14092131733,Hobart Marathon 2025,False,42.5165,5.533929964445176,468.0,6,6,4,0,1,0,0,0,20,0,0,0,1,0,0,6,False,False,False,False,False,False,True,True,False,False,False,False,False
775,14014819331,Greenway Woodies TT,True,5.0,4.266666666666667,9.0,5,8,3,0,0,0,0,0,19,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
777,13949121443,Cookies,True,4.9663,4.3493143789138795,25.0,5,8,3,0,0,0,0,0,7,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
4169,13692281673,Husky 10K 🎉💥🔥,False,9.5395,4.874469311808795,74.8,5,16,2,0,0,0,0,0,13,0,1,0,0,0,0,5,False,False,False,False,False,True,False,False,False,False,False,False,True
2509,13637322385,SMC -10km,False,10.0342,4.411579066260057,69.0,6,7,2,0,0,0,0,0,9,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
4386,13637172374,SMC Long run,False,30.1322,5.134595770194896,120.0,6,6,2,0,0,0,0,0,12,0,0,0,0,0,0,6,False,False,False,False,False,False,True,True,False,False,False,False,False
779,13567535924,Pyrmont,True,5.0604,5.424472373725398,10.0,5,8,2,0,0,0,0,0,7,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
781,13504550619,Cookies 10th birthday!,True,4.9941,4.368488149349566,27.0,5,8,2,0,0,0,0,0,22,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
3109,13503877080,Sun Run,False,10.0418,4.039780384658794,93.0,5,6,2,0,0,0,0,0,7,0,1,0,0,0,0,5,False,False,False,False,False,True,False,True,False,False,False,False,False
3110,13116463789,SMC 10K,False,9.9534,4.012029390292094,32.0,6,7,12,0,0,0,0,0,7,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
4387,13116607032,SMC half marathon,False,21.1118,4.840894665542494,79.0,6,7,12,0,1,1,0,0,17,0,0,1,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
783,13061375595,Cookies soup run,True,5.0331,4.407489088898161,30.0,5,8,12,0,0,0,0,0,16,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
785,12855012547,Greenway parky 25min pacer,True,5.041600000000001,4.978578229133608,5.0,5,8,11,0,0,0,0,0,26,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
3111,12745046977,Bondi to Manly Leg 3,False,22.7096,6.039296156691444,517.0,5,9,10,0,0,0,0,0,20,0,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,False,True,False,False
2510,12744360079,Bondi to manly leg2,False,19.7106,5.076794550478761,329.0,5,7,10,0,0,0,0,0,19,0,0,0,0,0,0,5,False,False,False,False,False,True,False,False,True,False,False,False,False
787,12745739858,Bondi to Manly (official 10.08.49),False,78.90010000000001,7.347265719561825,1625.0,5,5,10,0,0,0,0,0,34,0,0,0,0,1,0,5,False,False,False,False,False,True,False,False,False,False,False,False,True
789,12688191184,Cookies,True,5.034,4.340484704012714,27.0,5,8,10,0,0,0,0,0,7,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
2511,12640404601,Three Bridges Run,False,10.5653,4.475342236693074,63.0,6,8,10,0,0,0,0,0,17,0,0,0,0,0,0,6,False,False,False,False,False,False,True,False,False,True,False,False,False
791,12576446263,Reboot in Bermagui,False,15.658,5.1326265593732705,107.0,5,8,10,0,0,0,0,0,18,0,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
793,12518932599,Woodies time trial 4,True,5.0216,4.251632945674685,26.0,5,8,9,0,0,0,0,0,20,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
4318,12519529212,Cooks River Park Run,True,4.9626,3.811845940971802,25.0,5,8,9,1,0,0,0,0,20,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
2512,12412345039,Sydney 10km,False,10.0096,4.347493073316283,111.0,6,7,9,0,0,0,0,0,11,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
4388,12411925758,Sydney Marathon 2024,False,43.1895,5.6722891752239155,353.0,6,6,9,0,1,0,0,0,20,0,0,0,0,1,0,6,False,False,False,False,False,False,True,True,False,False,False,False,False
2246,12411768747,Sydney Marsthon 2024,False,42.9559,5.0493645808841165,347.0,6,6,9,0,0,0,0,0,20,0,0,0,1,0,0,6,False,False,False,False,False,False,True,True,False,False,False,False,False
795,12411819892,Sydney marathon,False,42.4934,5.299646533344001,329.0,6,6,9,0,1,0,0,0,15,0,0,0,1,0,0,6,False,False,False,False,False,False,True,True,False,False,False,False,False
3112,12411603592,Sydney Marathon,False,42.0742,4.724589732741998,308.0,6,6,9,0,1,0,0,0,15,0,0,0,1,0,0,6,False,False,False,False,False,False,True,True,False,False,False,False,False
2513,12353426243,Run to the hills,False,10.2243,4.575700373945731,160.0,6,8,9,0,0,0,0,0,16,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,False,True,False,False,False
803,12284533954,🍪🍪🍪,True,5.0032,4.273931350602282,30.0,5,8,8,0,0,0,0,0,3,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
4171,12233673693,Sydney Half 🏃🏻‍♀️,False,21.358,5.4265380653619255,97.2,6,6,8,0,0,1,0,0,17,0,0,1,0,0,0,6,False,False,False,False,False,False,True,True,False,False,False,False,False
4319,12175155084,Penrith Duathlon: 2nd run leg - 2.5km,False,2.5498000000000003,3.993777289722069,4.0,6,10,8,0,0,0,0,0,37,0,0,0,0,0,0,6,False,False,False,False,False,False,True,False,False,False,False,True,False
4320,12175155060,Penrith Duathlon: 1st Run Leg - 5km,False,4.7827,4.296736153218893,0.0,6,9,8,0,0,0,0,0,35,1,0,0,0,0,0,6,False,False,False,False,False,False,True,False,False,False,True,False,False
652,12174506745,Mudgee 10km - 46:35,False,10.0315,4.647028526807224,30.0,6,8,8,0,0,0,0,0,19,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,False,True,False,False,False
4417,12115899480,"My 25th City to Surf but unofficial as I ran with someone else bib, thanks Bob",False,13.8931,5.650286833032224,206.0,6,8,8,0,0,0,0,0,78,0,0,0,0,0,0,6,False,False,False,False,False,False,True,False,False,True,False,False,False
2247,12115025173,C2S 1min PB and hey look at my magic socks 🦄,False,14.0304,4.540141407230015,204.0,6,7,8,0,0,0,0,0,44,0,0,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
2514,12115591298,City2surf,False,14.0068,4.714376826493798,198.0,6,7,8,0,0,0,0,0,9,0,0,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
4389,12115029486,City2Surf 2024,False,14.0569,4.803097885498699,199.0,6,7,8,0,0,0,0,0,14,0,0,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
804,12115090860,City2Surf 2024,False,13.9012,4.548767972069557,191.0,6,7,8,0,0,0,0,0,14,0,0,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
806,12047239963,Panania parky,True,5.0034,4.2204634182089515,18.0,5,8,8,0,0,0,0,0,13,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
4321,12047094865,Panania Park Run,True,4.993,3.798651445356832,6.0,5,8,8,1,0,0,0,0,16,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
4322,11989299934,Park Run,True,4.9944,3.881013401676544,71.0,5,8,7,1,0,0,0,0,8,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
808,11989147384,Wet cookies,True,5.0282,4.252681542765469,33.0,5,8,7,0,0,0,0,0,11,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
3113,11939031724,Sutherland 2 Surf,False,11.0989,4.095000405445584,77.0,6,7,7,0,0,0,0,0,17,0,0,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
2515,11874199318,Raffertys 12km + more,False,12.7785,5.51838374352754,296.0,5,10,7,0,0,0,0,0,21,0,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,False,False,True,False
810,11873090012,Point Hut Pond parkrun,True,4.9605,4.344320129019253,39.0,5,8,7,1,0,0,0,0,22,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
812,11825721235,Sri Chinmoy Dolls Point HM,False,21.184900000000003,4.891062344720374,93.0,6,8,7,0,0,0,0,0,26,0,0,1,0,0,0,6,False,False,False,False,False,False,True,False,False,True,False,False,False
4172,11825914323,GC Double Part 2: Marathon 🥳,False,42.8026,6.200168525588009,86.6,6,6,7,0,1,0,0,0,28,0,0,0,1,0,0,6,False,False,False,False,False,False,True,True,False,False,False,False,False
814,11707650656,Wet cookies,True,5.0018,4.305116824609807,33.0,5,8,6,0,0,0,0,0,11,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
4323,11543440778,Dolls Point Park Run,True,4.9555,3.86775636498167,3.0,5,8,6,1,0,0,0,0,20,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
816,11543312085,Dolly’s parky,True,4.9811000000000005,4.215936238983357,8.0,5,8,6,0,0,0,0,0,13,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
653,11442709101,Sydney 10 - 45:41,False,9.9262,4.603977352864137,91.0,6,7,5,0,0,0,0,0,17,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
818,11442745454,Sydney 10,False,10.0917,4.274139474353511,33.0,6,7,5,0,0,0,0,0,9,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
3114,11442640731,Sydney 10,False,10.0597,3.933185548939498,25.0,6,7,5,0,0,0,0,0,9,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
2253,11333573151,Sydney Hoka Half Marathon,False,21.4171,4.610801649149511,177.0,6,7,5,0,1,1,0,0,25,0,0,1,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
654,11333590045,Runaway HOKA Half Marathon - 1:50:26,False,20.9972,5.243556283694969,167.0,6,6,5,0,1,1,0,0,36,0,0,1,0,0,0,6,False,False,False,False,False,False,True,True,False,False,False,False,False
819,11271153084,Coombs parky,True,4.9921999999999995,4.283348690624041,37.0,5,8,4,0,0,0,0,0,12,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
3115,11227198938,SMC half marathon,False,20.958,4.289531443840062,60.0,6,7,4,0,1,1,0,0,17,0,0,1,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
820,11171412523,Sydney Backyard Ultra,False,81.08630000000001,7.027492108202413,649.0,5,8,4,0,0,0,1,0,21,0,0,0,0,1,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
821,11114585133,Greenie,True,5.0205,4.189489758656176,6.0,5,8,4,0,0,0,0,0,7,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
4418,11095085446,Sydney Corporate Cup Run 5,False,5.7046,5.665018873657517,67.1,2,12,4,0,0,0,0,0,26,0,0,0,0,0,0,2,False,False,True,False,False,False,False,False,False,False,False,False,True
822,11064748303,Cookies,True,5.0006,4.276153528243277,32.0,5,7,3,0,0,0,0,0,7,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,True,False,False,False,False
823,11017179428,Cookies,True,5.0261000000000005,4.257774417540438,28.0,5,8,3,0,0,0,0,0,7,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
655,10926537842,Orange Marathon - 4:10:36,False,42.3249,5.882667964563019,436.0,6,7,3,0,1,0,0,0,25,0,0,0,1,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
3116,10838948864,MNT Magic Mile,False,1.6727,3.3179888802534823,7.0,0,18,2,0,0,0,0,0,14,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True
3117,10782765959,SMC 10k,False,9.9418,4.010004895156478,29.0,6,7,2,0,0,0,0,0,7,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
656,10783158759,SMC - 30km,False,30.0315,6.17518272480562,105.0,6,6,2,0,0,0,0,0,10,0,0,0,0,0,0,6,False,False,False,False,False,False,True,True,False,False,False,False,False
2516,10729696211,Bairnsdale park run,True,5.0152,4.26370500345616,29.0,5,8,2,1,0,0,0,0,19,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
657,10682999208,Sun Run - Dee Why to Manly - 49:22,False,10.0521,4.909421911839317,94.0,5,6,2,0,0,0,0,0,34,0,1,0,0,0,0,5,False,False,False,False,False,True,False,True,False,False,False,False,False
824,10635512729,Parky cooky,True,5.028,4.398700609917794,24.0,5,8,1,0,0,0,0,0,11,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
3118,10597178937,SMC 10k,False,9.9345,4.1186437834482525,31.0,6,7,1,0,0,0,0,0,7,0,1,0,0,0,0,6,False,False,False,False,False,False,True,False,True,False,False,False,False
834,10590488430,Tuggers parky,True,4.9121999999999995,4.24792693022814,15.0,5,8,1,0,0,0,0,0,13,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
2517,10590721365,Fingal bay park run,True,5.0123999999999995,4.249461335887001,25.0,5,8,1,1,0,0,0,0,19,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
835,10501226820,Devonport parky,True,4.9765,4.122710070665461,5.0,5,8,1,0,0,0,0,0,15,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
4390,10464661675,São Silvestre de Lisboa 2023,False,10.1412,4.703585374511892,65.0,5,21,12,0,0,0,0,0,28,0,1,0,0,0,0,5,False,False,False,False,False,True,False,False,False,False,False,False,True
836,10458687835,Cookies,True,5.023899999999999,4.332623393512344,25.0,5,8,12,0,0,0,0,0,7,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
658,10458510945,Queanbeyan parkrun - 24:17,True,4.9847,4.874917246775132,95.0,5,8,12,1,0,0,0,0,26,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
659,10432154859,Cooks River parkrun - 26:21,True,5.019699999999999,5.24599743676581,27.0,0,8,12,1,0,0,0,0,27,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False
837,10432181410,Cookies Christmas parky,True,5.03,4.287607687210072,25.0,0,8,12,0,0,0,0,0,23,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False
838,10421524315,Tuggers parky,True,4.9351,4.255232923345018,12.0,5,7,12,0,0,0,0,0,13,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,True,False,False,False,False
660,10355416995,Port Stephens Half Marathon - 1:58:09,False,20.8225,5.630928082602953,138.0,6,8,12,0,1,1,0,0,37,0,0,1,0,0,0,6,False,False,False,False,False,False,True,False,False,True,False,False,False
661,10349852052,Southern Highlands Botanical Gardens parkrun - 24:01,True,5.023,4.781339173136904,64.0,5,7,12,1,0,0,0,0,52,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,True,False,False,False,False
662,10275644817,Galston parkrun - 25:39,True,4.913,5.220842662324444,89.0,5,8,11,1,0,0,0,0,23,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
839,10242303188,Kids run with Hazel,False,2.6256999999999997,7.318683271762451,23.1,6,9,11,0,0,0,0,0,19,0,0,0,0,0,0,6,False,False,False,False,False,False,True,False,False,False,True,False,False
840,10236851827,Stromlo 50,False,50.0,6.476333333333333,1050.4,5,6,11,0,0,0,0,0,10,0,0,0,0,1,0,5,False,False,False,False,False,True,False,True,False,False,False,False,False
663,10195817143,North Sydney parkrun - 25:40,True,4.8827,5.256654446651785,35.0,5,8,11,1,0,0,0,0,28,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
664,10155162567,Umbagong District parkrun - 24:14,True,5.033,4.8115769256242125,47.0,5,8,11,1,0,0,0,0,33,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
2518,10116278531,"Bondi to Manly, finish",False,0.1928,3.8900414937759336,2.0,5,14,10,0,0,0,0,0,22,0,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,False,False,False,True
841,10116124852,Karen 250 cookies parky,True,4.977600000000001,4.393014036215579,17.7,5,8,10,0,0,0,0,0,23,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
2519,10115153804,"Leg 1 Bondi to Manly, Wounded Woodies🤠",False,18.6137,5.527290830588939,427.0,5,6,10,0,0,0,0,0,38,0,0,0,0,0,0,5,False,False,False,False,False,True,False,True,False,False,False,False,False
3119,10080389887,Panorama Punish,False,6.1468,4.568772911650506,185.0,6,8,10,0,0,0,0,0,15,0,0,0,0,0,0,6,False,False,False,False,False,False,True,False,False,True,False,False,False
2520,10074377893,Fingal bay park run,True,4.9255,4.2161540283558345,29.0,5,8,10,1,0,0,0,0,19,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,False,True,False,False,False
665,10074332179,Nambour parkrun - 32:14,True,4.926,6.536743808363784,178.0,5,7,10,1,0,0,0,0,23,1,0,0,0,0,0,5,False,False,False,False,False,True,False,False,True,False,False,False,False
666,10039661547,Melbourne Half Marathon - 1:49:54,False,21.2292,5.177616992946821,83.0,6,8,10,0,1,1,0,0,33,0,0,1,0,0,0,6,False,False,False,False,False,False,True,False,False,True,False,False,False
